term,related_lang
Dumoulin,French
Dundee,Scottish Gaelic
Dunedin,Scottish Gaelic
Dunelmensis,Latin
Dunker,German
Dunkerque,French
Duong,Khmer
Duong,Khmer
Duong,Vietnamese
Dupin,French
Dupont,French
Dupuis,French
Dupuit,French
Dupuy,French
Dupuytren,French
Duquesne,French
Dura-Europos,Ancient Greek
Duran,Spanish
Durazzo,Italian
Durga,Sanskrit
Durik,Slovak
During,German
Durmitor,Serbo-Croatian
Duro,Spanish
Duro,Albanian
Durrani,Pashto
Durrës,Albanian
Dury,French
Dusares,Latin
Dusek,Czech
Dushku,Albanian
Dusik,Polish
Dusik,Czech
Duszynski,Polish
Duteil,French
Dutil,French
Dutka,Polish
Dutka,Ukrainian
Dutkiewicz,Polish
Dutta,Bengali
Duvernay,French
Duyn,Dutch
Dvorak,Czech
Dwadashi,Sanskrit
Dwitiya,Sanskrit
Dwivedi,Hindi
Dworaczyk,Polish
Dyaus Pita,Sanskrit
Dykema,West Frisian
Dykstra,Dutch
Dykstra,West Frisian
Dysnomia,Ancient Greek
Dzaudzhikau,Russian
Dziak,Polish
Dziemianowicz,Polish
Dziuba,Polish
Dziuba,Ukrainian
Dziurzynski,Polish
Dzogchen,Tibetan
Dzongkha,Dzongkha
Dzūkija,Lithuanian
Dáil Éireann,Irish
Dâmbovița,Romanian
Dönmeh,Turkish
Dún Laoghaire,Irish
Düna,German
Düne,German
Düsseldorf,German
ED,Japanese
EKG,German
ELOT,Greek
ESBK,Spanish
Eamon,Irish
East London,Latin
Ebben,German
Eber,Hebrew
Eberling,German
Ebeye,German
Ebinger,German
Ebisu,Japanese
Eblen,German
Ebro,Spanish
Ebute Metta,Yoruba
Ecbatana,Latin
Ecclesiastes,Latin
Echenique,Spanish
Echeverria,Spanish
Echeveste,Spanish
Echezuria,Spanish
Eckart,German
Eckenrode,German
Eckert,German
Eckey,German
Eckmann,German
Eckstein,German
Ecurie,French
Edberg,Swedish
Edblad,Swedish
Edda,Old Norse
Ede,Dutch
Edelmann,German
Edelschild,German
Edelstein,German
Eder,German
Edinbourgeois,French
Edirne,Turkish
Edlund,Swedish
Edo,Japanese
Edo,Edo
Edogawa,Japanese
Edom,Hebrew
Edomae,Japanese
Edstrom,Swedish
Effertz,German
Efrain,Spanish
Efren,Spanish
Efron,Hebrew
Eftychia,Greek
Egbert,Old English
Eggebrecht,German
Eggemeyer,German
Egler,German
Egoli,Zulu
Eguia,Spanish
Egun,Yoruba
Egun,Yoruba
Egus,Uyghur
Egyptiot,Greek
Ehinger,German
Ehlen,German
Ehrenreich,German
Ehrich,German
Ehrmann,German
Ehsan,Persian
Eiben,German
Eichel,German
Eichenberg,German
Eichholz,German
Eickholt,German
Eid,Norwegian Bokmål
Eid,Norwegian
Eid,Norwegian Nynorsk
Eid,Persian
Eid,Arabic
Eid,Scots
Eid,Old Norse
Eid al-Adha,Arabic
Eid al-Ghadeer,Arabic
Eid al-Saghir,Arabic
Eidem,Norwegian
Eiffel,French
Eigersma,Dutch
Eiland,German
Eileen,Irish
Eileithyia,Ancient Greek
Eilert,German
Eilish,Irish
Eimer,German
Eindhoven,Dutch
Einsatzgruppe,German
Einsiedeln,German
Einstein,German
Einstellung,German
Eire,Irish
Eirini,Greek
Eis,German
Eischen,German
Eisenbach,German
Eisenbeis,German
Eisenberger,German
Eisenhauer,German
Eisenhut,German
Eisenstadt,German
Eisenstein,German
Eisinger,German
Ejin,Mongolian
Ekadanta,Sanskrit
Ekadashi,Sanskrit
Ekaterini,Greek
Ekberg,Swedish
Ekdahl,Swedish
Ekholm,Swedish
Eklund,Swedish
Ekmekjian,Armenian
Ekron,Biblical Hebrew
Ekstrand,Swedish
Ekstrom,Swedish
El Argar,Spanish
El Camino Real,Spanish
El Capitan,Spanish
El Clásico,Spanish
El Desemboque,Spanish
El Dorado,Spanish
El Niño,Spanish
El Oro,Spanish
El Paso,Spanish
El Salvador,Spanish
El Shaddai,Hebrew
El Tuque,Spanish
Elagabalus,Latin
Elain,Welsh
Elam,Hebrew
Eland,Dutch
Elba,Italian
Elbakyan,Armenian
Elbasan,Albanian
Elbaz,Arabic
Elbaz,Hebrew
Elbe,German
Elche,Spanish
Elchibey,Azerbaijani
Eleazar,Hebrew
Eleni,Greek
Eleutheria,Ancient Greek
Eleutherian,Ancient Greek
Elfers,German
Elhaz,Proto-Germanic
Eli,Hebrew
Eliel,Hebrew
Eliezer,Hebrew
Elisabethpol,Russian
Elise,French
Elise,German
Elisha,Biblical Hebrew
Elisheba,Hebrew
Elissa,Ancient Greek
Elizalde,Spanish
Elizarraras,Spanish
Elizondo,Spanish
Elkanah,Hebrew
Elkhatib,Arabic
Ellan Vannin,Manx
Ellenberg,German
Ellingsen,Norwegian
Elliniko,Greek
Elmose,Danish
Elnath,Arabic
Elohim,Hebrew
Eloise,French
Elon,Hebrew
Elos,Greek
Elpers,Dutch
Elsa,German
Elsass,German
Elsayed,Arabic
Elshibairab,Sudanese Arabic
Elsinore,Danish
Elster,German
Eltanin,Arabic
Elting,German
Elvas,Portuguese
Emajõgi,Estonian
Emami,Persian
Emch,German
Emde,German
Eme,Spanish
Emel,German
Emer,Old Irish
Emiko,Japanese
Emiliano,Spanish
Emishi,Japanese
Emler,German
Emon,Marshallese
Empúries,Catalan
Enamorado,Spanish
Encarnacion,Spanish
Enceladus,Latin
Encino,Spanish
Encke,German
Ender,German
Enders,German
Endersen,Danish
Endo,Japanese
Enea,Italian
Eneolithic,Italian
Eneolithic,Latin
Energiewende,German
Eng-chhun,Hokkien
Engadin,Romansch
Engberg,Swedish
Engdahl,Swedish
Engelken,German
Engelstad,Norwegian
Engert,German
Engholm,Swedish
Englund,Swedish
Engstrom,Swedish
Enma,Japanese
Enna,Italian
Ennead,Ancient Greek
Enneking,German
Ennen,German
Ennis,Irish
Enoch,Late Latin
Enomoto,Japanese
Enosis,Greek
Enrico,Italian
Enriquez,Spanish
Ensminger,German
Enthoven,Dutch
Entlebucher,German
Entre Ríos,Spanish
Entrelacs,French
Entz,Hungarian
Entz,German
Entz,Alemannic German
Enzo,Italian
Eom,Korean
Epeiph,Ancient Greek
Ephesus,Latin
Epicharmus,Latin
Epictetus,Ancient Greek
Epicurus,Latin
Epinomis,Ancient Greek
Epirote,Latin
Epirus,Latin
Epstein,German
Erasmian,Renaissance Latin
Erasmus,Medieval Latin
Eratosthenes,Ancient Greek
Erbe,German
Ercolani,Italian
Erdos,Hungarian
Erdoğan,Turkish
Erebuni,Urartian
Erebus,Latin
Erenhot,Mongolian
Erice,Italian
Erich,German
Ericsson,Swedish
Erik,Swedish
Erin go bragh,Irish
Erinyes,Ancient Greek
Erinys,Ancient Greek
Eris,Ancient Greek
Eriskay,Scottish Gaelic
Erker,German
Erlenmeyer,German
Ernst,German
Ernster,German
Erny,French
Erse,Scots
Erta Ale,Amharic
Ertz,German
Erymanthus,Latin
Erythrae,Latin
Erzya,Erzya
Esaias,Ancient Greek
Esan,Esan
Esayan,Armenian
Esbjerg,Danish
Escalon,Spanish
Escamilla,Spanish
Escano,Spanish
Escarcega,Spanish
Escatel,Spanish
Escaut,French
Esch,German
Eschbach,German
Eschmann,German
Escobedo,Spanish
Escontrias,Spanish
Escorcia,Spanish
Escorial,Spanish
Escribano,Spanish
Escudero,Spanish
Escuintenango,Spanish
Esfand,Persian
Esker,German
Eslava,Spanish
Esmee,French
Espaillat,Spanish
Esparza,Spanish
Espejel,Spanish
Espejo,Spanish
Esperanto,Esperanto
Esperantujo,Esperanto
Espindola,Spanish
Espiritu,Spanish
Esposito,Italian
Espírito Santo,Portuguese
Esqueda,Spanish
Esquivel,Spanish
Esquivias,Spanish
Essaouira,Arabic
Esslinger,German
Estala,Spanish
Estelada,Catalan
Estigarribia,Spanish
Estok,Slovak
Estok,Hungarian
Estonia,Medieval Latin
Estrangelo,Turoyo
Estrella,Spanish
Estremoz,Portuguese
Estudillo,Spanish
Eswatini,Swazi
Et-Tell,Arabic
Etan,Hebrew
Etarra,Spanish
Eteoclus,Ancient Greek
Ethan,Biblical Hebrew
Ethier,French
Ethiopia,Latin
Etlatongo,Spanish
Etna,Norwegian
Etna,Irish
Etna,Italian
Etnean,Latin
Etorre,Italian
Etruscheria,Italian
Etsitty,Navajo
Etura,Spanish
Etzkorn,German
Eufracio,Spanish
Euhemeros,Ancient Greek
Euhemerus,Latin
Euhemerus,Ancient Greek
Eumolpus,Ancient Greek
Eupatrid,Ancient Greek
Euphemia,Ancient Greek
Euric,Spanish
Euric,Latin
European,French
Eurystheus,Ancient Greek
Eusebio,Portuguese
Eusebio,Spanish
Euskara,Basque
Eustache,French
Eustaquio,Spanish
Euterpe,Ancient Greek
Evadne,Ancient Greek
Evan,Welsh
Evander,Latin
Evanthia,Greek
Evenk,Russian
Evenki,Russian
Evert,German
Evita,Spanish
Evola,Italian
Ewan,Scottish Gaelic
Exocet,French
Exodus,Latin
Eyjafjallajökull,Icelandic
Eyrich,German
Ezo,Japanese
Ezra,Biblical Hebrew
FSB,Russian
FSBK,French
Faas,German
Faas,Dutch
Faassen,Dutch
Fabacher,German
Fabio,Spanish
Fabio,Italian
Fabio,Portuguese
Fabrizi,Italian
Fabrizio,Italian
Fabro,Italian
Facundo,Spanish
Fagerstrom,Swedish
Fahl,German
Fahr,German
Fahrenheit,German
Fahrner,German
Fahrvergnügen,German
Fahs,Arabic
Failla,Italian
Faisal,Arabic
Faisalabad,Urdu
Fait,Polish
Faizan,Arabic
Fakaofo,Tokelauan
Fakhoury,Arabic
Falange,Spanish
Falco,Catalan
Falco,Italian
Falcon,Spanish
Falcone,Italian
Falero,Spanish
Falivene,Italian
Falkowski,Polish
Fallacara,Italian
Fallas,Spanish
Falletta,Italian
Fallot,French
Falzone,Italian
Famicom,Japanese
Famiglietti,Italian
Famularo,Italian
Fana,Spanish
Fanara,Italian
Fandino,Galician
Fandrich,German
Fanelli,Italian
Faneuil,French
Fanfan,French
Fanfan,Spanish
Fanguy,French
Fanta,Amharic
Fanta,Czech
Fantasia,Italian
Fantini,Italian
Faraci,Italian
Faraday,Irish
Farago,Hungarian
Farah,Arabic
Farah,Persian
Faraj,Arabic
Faranak,Persian
Farangis,Persian
Faraone,Italian
Fareed,Persian
Farese,Italian
Farha,Arabic
Farhan,Arabic
Farhud,Arabic
Farina,Italian
Farinacci,Italian
Farion,Ukrainian
Farkas,Hungarian
Farman,Urdu
Faro,Portuguese
Faron,French
Farooq,Arabic
Farruggia,Italian
Fars,Persian
Farsakian,Armenian
Farsi,Hindi
Farvardin,Persian
Farzad,Persian
Fasano,Italian
Fassnacht,German
Fasulo,Italian
Fata Morgana,Italian
Fatah,Arabic
Fatima,Arabic
Fattore,Italian
Faubert,French
Fauch,French
Faucheux,French
Faulstich,German
Faure,French
Faus,German
Faux,French
Fava,Italian
Favazza,Italian
Favignana,Italian
Fayum,Arabic
Fazal,Arabic
Fazio,Italian
Feagans,Irish
Febo,Italian
Februarius,Latin
Fede,Italian
Fedele,Italian
Feder,German
Federici,Italian
Federico,Italian
Federweisser,German
Fedlimid,Irish
Fedorko,Slovak
Fedorko,Ukrainian
Feenstra,West Frisian
Fees,German
Feher,Hungarian
Fehrenbacher,German
Fehringer,German
Feigenbaum,German
Feijoo,Galician
Feiler,German
Felch,German
Feldman,German
Fellin,Italian
Fellin,Swedish
Felske,German
Femia,Italian
Fencl,Czech
Fenech,Maltese
Fenella,Scottish Gaelic
Fenelon,French
Fennema,West Frisian
Fenni,Latin
Fenouillet,French
Fenrir,Old Norse
Fenter,German
Feodosia,Russian
Feodosiya,Russian
Fera,Italian
Ferdinand,Spanish
Ferdowsi,Persian
Ferghana,Persian
Fermi,Italian
Fernandez,Spanish
Fero,Hungarian
Ferranti,Italian
Ferrarese,Italian
Ferraris,Italian
Ferraz,Portuguese
Ferreira,Portuguese
Ferreiro,Portuguese
Ferrentino,Italian
Ferretiz,Spanish
Ferretti,Italian
Ferrucci,Italian
Ferrufino,Spanish
Ferruggia,Italian
Ferullo,Italian
Fervidor,French
Feschuk,Russian
Fess,German
Festa,Italian
Festivus,Latin
Fetsch,German
Fette,German
Feucht,German
Feuerborn,German
Feuerstein,German
Fiacco,Italian
Ficarra,Italian
Ficek,Polish
Fichen,French
Fichera,Italian
Ficker,German
Fico,Italian
Fidalgo,Galician
Fidel,Spanish
Fiebig,German
Fiedler,German
Fier,Italian
Fier,Albanian
Fieri,Italian
Figge,German
Figueiredo,Portuguese
Figuera,Catalan
Figueres,Catalan
Figuero,Spanish
Fiji,Fijian
Filan,Polish
Filesi,Italian
Filiberto,Italian
Filion,French
Filipina,Spanish
Filipino,Spanish
Filipkowski,Polish
Filipowicz,Polish
Filipowski,Polish
Filippelli,Italian
Filippi,Italian
Filippini,Italian
Filippone,Italian
Filla,Czech
Filles du Roi,French
Filles du Roy,Middle French
Fillinger,German
Filosa,Italian
Filpo,Spanish
Filter,German
Finder,German
Findling,German
Fine Gael,Irish
Finelli,Italian
Finkel,German
Finnegan,Irish
Finnmark,Norwegian
Finocchiaro,Italian
Fiorentino,Italian
Fiorenza,Italian
Fioretti,Italian
Fiorillo,Italian
Fiorino,Italian
Fiorito,Italian
Fioritto,Italian
Firpo,Italian
Fischer,German
Fischetti,Italian
Fischler,German
Fiscus,German
Fiser,Czech
Fishkin,Belarusian
Fittipaldi,Italian
Fitzner,German
Fiumara,Italian
Flath,German
Flattery,Irish
Flavin,Irish
Flegel,German
Flehman,German
Fleischer,German
Fleischhacker,German
Fleites,Spanish
Flenniken,Dutch
Fleurant,French
Fleury,French
Floch,French
Floersch,German
Flora,Latin
Florence,French
Flores,Portuguese
Florescu,Romanian
Florez,Spanish
Floriano,Spanish
Florida,Latin
Florido,Spanish
Florina,Greek
Florinda,Spanish
Florita,Spanish
Floro,Italian
Floro,Spanish
Floréal,French
Flottum,Norwegian
Fluegel,German
Fluhr,German
Fluxus,Latin
Foch,French
Foell,German
Foertsch,German
Foggia,Italian
Foglio,Italian
Foix,French
Fojtik,Czech
Folino,Italian
Fomalhaut,Arabic
Fonder,French
Fonseca,Portuguese
Fontaine,French
Fontan,Spanish
Fontenay-aux-Roses,French
Fontenot,French
Forand,French
Forelle,German
Forgette,French
Forlenza,Italian
Forlì,Italian
Formanek,Czech
Formosa,Portuguese
Fornacalia,Latin
Forner,Italian
Fornes,Norwegian
Fornes,Catalan
Forni,Italian
Foroohar,Persian
Forrisi,Italian
Forsell,Swedish
Forsen,Swedish
Forseth,Norwegian
Forst,German
Forstner,German
Fortin,French
Fortunato,Italian
Fossen,Norwegian
Foti,Italian
Fotini,Greek
Fotopoulos,Greek
Foucault,French
Fouesnant,French
Fougères,French
Fouka,French
Fourier,French
Fourrage,French
Fragale,Italian
Fragoso,Portuguese
Fralin,French
Franca,Portuguese
Franca,Spanish
Francesca,Italian
Francesconi,Italian
Francese,Italian
Franchini,Italian
Franchitti,Italian
Francia,Latin
Francien,French
Francis,Medieval Latin
Francisco,Portuguese
Francisco,Spanish
Francke,German
Franeker,Dutch
Franglais,French
Frankenberg,German
Frankenberger,German
Frankenstein,German
Frankfurt am Main,German
Frankfurter,German
Frankhauser,German
Frankowski,Polish
Frans,Dutch
Fransaskois,French
Franta,Czech
Franz,German
Franze,Italian
Franzese,Italian
Franzone,Italian
François,French
Fratto,Italian
Fratus,Italian
Frechette,French
Fredell,Swedish
Freeling,Dutch
Freemantle,French
Fregeau,French
Freiberger,German
Freiburger,German
Freier,German
Freikorps,German
Freitas,Portuguese
Frelimo,Portuguese
Fremin,French
Fremont,French
Frerichs,German
Frericks,German
Frerking,German
Frescas,Spanish
Fresno,Spanish
Freudenburg,German
Freudenheim,German
Freyja,Old Norse
Frezza,Italian
Friedersdorf,German
Friedmann,German
Friedt,German
Frigo,Italian
Frimaire,French
Frischmann,German
Friscia,Italian
Fritsche,German
Fritz,German
Friuli,Italian
Froberg,Swedish
Froderberg,Swedish
Froese,German
Frohlich,German
Fromager,French
Frommelt,German
Frommer,German
Frontera,Spanish
Fructidor,French
Frum,Yiddish
Frum,Yiddish
Fráech,Middle Irish
Frémont,French
Fucci,Italian
Fuchs,German
Fucking,Austrian German
Fudala,Polish
Fudō Myōō,Japanese
Fuelling,German
Fuente,Spanish
Fuentes,Spanish
Fuerteventura,Spanish
Fugging,Austrian German
Fuhrer,German
Fuji,Japanese
Fujihara,Japanese
Fujii,Japanese
Fujikawa,Japanese
Fujimatsu,Japanese
Fujimori,Japanese
Fujimorista,Spanish
Fujimoto,Japanese
Fujimura,Japanese
Fujino,Japanese
Fujioka,Japanese
Fujisaki,Japanese
Fujisawa,Japanese
Fujishima,Japanese
Fujitani,Japanese
Fujiwara,Japanese
Fujiyama,Japanese
Fujiyama,Japanese
Fukuchi,Japanese
Fukuda,Japanese
Fukui,Japanese
Fukumori,Japanese
Fukumoto,Japanese
Fukunaga,Japanese
Fukuoka,Japanese
Fukurokuju,Japanese
Fukushima,Japanese
Fukuyama,Japanese
Fukūjōju Nyorai,Japanese
Fulbe,Fula
Fulco,Italian
Fulda,German
Full,German
Fumarola,Italian
Funan,Mandarin
Funaro,Italian
Funck,German
Funen,Danish
Funes,Spanish
Funke,German
Funkspiel,German
Funningsfjørður,Faroese
Funningur,Faroese
Furano,Japanese
Furnari,Italian
Furubayashi,Japanese
Furube,Japanese
Furuda,Japanese
Furugawa,Japanese
Furuhara,Japanese
Furuhashi,Japanese
Furuhata,Japanese
Furui,Japanese
Furuichi,Japanese
Furuike,Japanese
Furukawa,Japanese
Furuki,Japanese
Furuko,Japanese
Furukubo,Japanese
Furumi,Japanese
Furumori,Japanese
Furumoto,Japanese
Furumura,Japanese
Furuno,Japanese
Furuoka,Japanese
Furusaka,Japanese
Furusaki,Japanese
Furusato,Japanese
Furusawa,Japanese
Furuseth,Norwegian
Furushima,Japanese
Furushiro,Japanese
Furusho,Japanese
Furuta,Japanese
Furutake,Japanese
Furutani,Japanese
Furuto,Japanese
Furuuchi,Japanese
Furuya,Japanese
Furuyama,Japanese
Furuzaki,Japanese
Furuzawa,Japanese
Fusaro,Italian
Fusco,Italian
Fusha,Arabic
Fushimi,Japanese
Fusilier,French
Futoshiki,Japanese
Futsing wolf snake,Chinese
Futuna,East Futuna
Fuyuko,Japanese
Fårö,Swedish
Führer,German
GRU,Russian
GULAG,Russian
GUNT,French
Gabae,Latin
Gabae,Latin
Gabaldon,Spanish
Gabert,German
Gabino,Spanish
Gabor,Hungarian
Gabuzda,Slovak
Gaby,French
Gaccio,Italian
Gach,Polish
Gad,Hebrew
Gadarene,Late Latin
Gaddafi,Arabic
Gaddam,Telugu
Gadhavi,Gujarati
Gadhelic,Medieval Latin
Gadomski,Polish
Gael,Irish
Gaeltacht,Irish
Gaetan,French
Gagen,German
Gagne,French
Gagnon,French
Gago,Spanish
Gagra,Georgian
Gahr,German
Gaia,Ancient Greek
Gajda,Polish
Gajdusek,Czech
Galan,Spanish
Galang,Kapampangan
Galang,Tagalog
Galanis,Greek
Galano,Italian
Galant,French
Galapagos Islands,Spanish
Galassi,Italian
Galati,Italian
Galax,Translingual
Galbavy,Slovak
Galdamez,Spanish
Galdikas,Lithuanian
Galgani,Italian
Galgano,Italian
Galich,Russian
Galik,Polish
Galik,Slovak
Galina,Russian
Galindo,Spanish
Galiza,Galician
Gallaga,Spanish
Gallagher,Irish
Gallego,Spanish
Gallegos,Spanish
Galletti,Italian
Gallicchio,Italian
Gallicism,French
Gallienus,Latin
Gallina,Italian
Galloway,Scottish Gaelic
Gallucci,Italian
Galster,German
Galstyan,Armenian
Galvao,Portuguese
Galvez,Spanish
Galvin,French
Galway,Irish
Gamage,Sinhalese
Gamarra,Spanish
Gambale,Italian
Gambardella,Italian
Gambino,Italian
Gamboa,Spanish
Gambone,Italian
Gamel,French
Gamet,French
Gamet,Tagalog
Gamilaraay,Gamilaraay
Ganapati,Sanskrit
Ganassi,Italian
Gancarz,Polish
Ganci,Italian
Gancitano,Italian
Ganda,Luganda
Gandhi,Gujarati
Gandhigiri,Hindi
Gandia,Catalan
Gandolfini,Italian
Ganesha,Sanskrit
Ganev,Bulgarian
Gangadhar,Sanskrit
Gangajal,Hindi
Ganges,Ancient Greek
Ganguly,Bengali
Ganja,Persian
Gannon,Irish
Gansser,German
Ganymede,Ancient Greek
Ganzer,German
Gaon,Hebrew
Gaona,Spanish
Gap,French
Gapinski,Polish
Gara,Hungarian
Garabedian,Armenian
Garand,French
Garant,French
Garasia,Hindi
Garat,French
Garavaglia,Italian
Garavito,Spanish
Garbacz,Polish
Garbarino,Italian
Garbe,German
Garbellini,Italian
Garcetti,Italian
Garcilazo,Spanish
Garcon,French
Gard,French
Garda,Irish
Gardenese,Italian
Gardinier,French
Garfunkel,Yiddish
Garg,Hindi
Gargano,Italian
Garge,Marathi
Gargee'an,Gulf Arabic
Gargiulo,Italian
Garhwali,Garhwali
Garibaldi,Italian
Gariboldi,Italian
Garmendia,Spanish
Garms,German
Garofalo,Italian
Garone,Italian
Garonne,French
Garrelts,German
Garrido,Spanish
Garro,Basque
Garro,Spanish
Garron,French
Garros,Spanish
Garufi,Italian
Garufo,Italian
Garzia,Italian
Garzê,Tibetan
Gasbarian,Armenian
Gasbarro,Italian
Gasbaryan,Armenian
Gascon,Middle French
Gasiorowski,Polish
Gaska,Polish
Gaspari,Italian
Gasparian,Armenian
Gasparilla,Spanish
Gasparillo,Spanish
Gasparini,Italian
Gass,German
Gassen,German
Gassenheimer,German
Gassmann,German
Gaster,German
Gasthaus,German
Gath,German
Gatineau,French
Gatt,Maltese
Gatt,German
Gatta,Italian
Gattuso,Italian
Gau,German
Gauchard,French
Gaucher,French
Gaudet,French
Gaudin,French
Gaudino,Italian
Gaudio,Italian
Gaudioso,Italian
Gaugain,French
Gauguin,French
Gaul,French
Gaumer,German
Gaumond,French
Gauna,Spanish
Gaur,Sanskrit
Gautama,Sanskrit
Gauteng,Sotho
Gavar,Armenian
Gavilanes,Spanish
Gaviria,Spanish
Gavoni,Italian
Gavriil,Russian
Gawar-Bati,Gawar-Bati
Gawron,Polish
Gaya,Korean
Gaya,Hindi
Gayakapriya,Sanskrit
Gayatri,Sanskrit
Gayatri Mantra,Sanskrit
Gaza,Ancient Greek
Gazaean,Latin
Gazda,Slovak
Gazdecki,Polish
Gazzaniga,Italian
Gdańsk,Polish
Ge'ez,Ge'ez
Geb,Egyptian
Gebbia,Italian
Gebel,German
Gebhardt,German
Gebremariam,Amharic
Gebremedhin,Amharic
Geck,German
Gedjeyan,Armenian
Geerdes,German
Geerlof,Dutch
Geerts,Dutch
Geffert,German
Gegg,German
Gegharkunik,Armenian
Gehenna,Latin
Gehinnom,Hebrew
Gehlhausen,German
Gehling,German
Gehm,German
Gehrke,German
Geisel,German
Geisen,German
Geist,German
Gejeian,Armenian
Gelasius,Latin
Geldzahler,German
Gelineau,French
Gellert,German
Gellert,Hungarian
Gellman,German
Gelpi,Catalan
Gelug,Tibetan
Gembloux,French
Gemini,Latin
Gemma,Italian
Gemütlichkeit,German
Gencarelli,Italian
Genco,Italian
Genet,French
Genevieve,French
Gennaro,Italian
Genoa,Latin
Gens,German
Gensel,German
Genson,French
Genter,German
Genthner,German
Gentile,French
Gentoo,Portuguese
Geoffroy,French
Geopolitik,German
Georgescu,Romanian
Georgi,German
Georgia,Medieval Latin
Georgiadis,Greek
Georgiev,Bulgarian
Georgios,Greek
Georgopoulos,Greek
Geppert,German
Geppetto,Italian
Gera,Punjabi
Gera,Hungarian
Gera,German
Geraci,Italian
Gerads,German
Geraint,Welsh
Geraldo,Spanish
Gerasene,Late Latin
Gerbino,Italian
Gerdkuh,Persian
Gerdts,German
Geremia,Italian
Gerhardt,German
Gerhold,German
Gericke,German
Geringer,German
Gerken,German
Gerloff,German
German vice,French
Germanic,Latin
Germanotta,Italian
Germer,German
Germinal,French
Germond,French
Gernert,German
Gerold,German
Gerona,Spanish
Gerontes,New Latin
Gerritsen,Dutch
Gers,French
Gersch,German
Gershengorn,Russian
Gershom,Hebrew
Gershon,Biblical Hebrew
Gerstner,German
Gertsch,German
Gervase,Latin
Gervasi,Italian
Gesamtkunstwerk,German
Gesellschaft,German
Gessler,German
Gestapo,German
Gethsemane,Ancient Greek
Gettler,German
Geurts,Dutch
Gevorgyan,Armenian
Gewirtz,Yiddish
Gewürztraminer,German
Ghaffari,Persian
Ghaly,Arabic
Ghanem,Arabic
Ghannam,Arabic
Gharibashvili,Georgian
Gharibian,Armenian
Ghawazi,Arabic
Ghazakh,Armenian
Ghazarian,Armenian
Ghazi,Arabic
Ghazwa-e-Hind,Urdu
Gheg,Tosk Albanian
Ghera,Ghera
Ghia,Italian
Ghislaine,French
Ghoti,Bengali
Ghukasyan,Armenian
Ghuman,Urdu
Gia,Italian
Gia Lai,Vietnamese
Giacalone,Italian
Giacomini,Italian
Giambalvo,Italian
Giambra,Italian
Giammarco,Italian
Giammarino,Italian
Gianakis,Greek
Giancarlo,Italian
Giangrande,Italian
Gianluca,Italian
Giannelli,Italian
Giannetti,Italian
Giannini,Italian
Giannis,Greek
Giannone,Italian
Giannotti,Italian
Giannuzzi,Italian
Giaquinto,Italian
Giard,French
Giardina,Italian
Giardino,Italian
Giarratano,Italian
Giarrusso,Italian
Gibert,French
Gibraltar,Spanish
Gick,German
Gideon,Hebrew
Giebel,German
Gielgud,Polish
Gielow,German
Gienah,Arabic
Gierth,German
Giesen,Dutch
Gieser,German
Gietzen,German
Gifu,Japanese
Gigi,French
Gijón,Spanish
Gilberti,Italian
Gilead,Hebrew
Gilgal,Hebrew
Gilly,French
Gilmore,Scottish Gaelic
Gilmour,Scottish Gaelic
Gilyak,Russian
Gimbert,French
Gina,Italian
Ginevra,Italian
Gingerich,German
Gingold,Yiddish
Gingras,French
Gio,Italian
Gion,Japanese
Gionet,French
Giordano,Italian
Giovani,Italian
Giovannetti,Italian
Giovanni,Italian
Giovanniello,Italian
Giovannini,Italian
Giovinazzi,Italian
Girardeau,French
Girardi,Italian
Girardot,French
Giresun,Turkish
Giro d'Italia,Italian
Giroir,French
Girolamo,Italian
Girona,Catalan
Giselle,French
Gisler,German
Gisondo,Italian
Gispert,Spanish
Gita,Sanskrit
Giudecca,Italian
Giudice,Italian
Giuffre,Italian
Giuffrida,Italian
Giuliani,Italian
Giusto,Italian
Giverny,French
Giza,Egyptian Arabic
Gjerde,Norwegian
Gjilan,Albanian
Gjilan,Albanian
Gjirokastër,Albanian
Gjógv,Faroese
Gladys,Welsh
Glahn,German
Glas,German
Glauber,German
Glavan,Slovene
Glavan,Ukrainian
Glavan,Serbo-Croatian
Glawe,German
Glaza,Polish
Gleckner,German
Gleich,German
Gleichschaltung,German
Glendalough,Irish
Glendower,Welsh
Gliese,German
